0,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
1,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
2,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
3,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
4,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
5,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
6,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
7,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
8,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
9,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
10,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
11,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
12,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
13,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
14,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
15,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
16,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
17,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
18,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
19,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
20,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
21,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
22,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
23,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
24,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
25,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
26,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
27,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
28,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
29,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
30,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
31,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
32,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
33,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
34,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
35,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
36,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
37,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
38,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
39,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
40,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
41,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
42,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
43,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
44,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
45,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
46,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
47,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
48,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
49,valid,batch_normalization_25,0,32,1004,1,1,1.0,1.0,1.0,1,0,0,
50,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
51,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
52,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
53,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
54,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
55,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
56,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
57,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
58,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
59,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
60,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
61,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
62,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
63,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
64,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
65,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
66,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
67,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
68,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
69,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
70,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
71,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
72,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
73,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
74,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
75,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
76,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
77,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
78,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
79,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
80,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
81,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
82,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
83,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
84,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
85,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
86,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
87,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
88,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
89,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
90,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
91,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
92,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
93,valid,batch_normalization_25,1,25,1004,0,0,1.0,1.0,1.0,0,0,0,
94,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
95,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
96,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
97,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
98,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
99,valid,batch_normalization_25,1,32,1004,0,0,1.0,1.0,1.0,0,0,0,
100,valid,batch_normalization_25,2,32,1004,2,2,1.0,1.0,1.0,2,0,0,
101,valid,batch_normalization_25,2,32,1004,2,1,1.0,0.5,0.6666666666666666,1,0,1,
102,valid,batch_normalization_25,2,32,1004,2,1,1.0,0.5,0.6666666666666666,1,0,1,
103,valid,batch_normalization_25,2,32,1004,2,1,1.0,0.5,0.6666666666666666,1,0,1,
104,valid,batch_normalization_25,2,32,1004,2,1,1.0,0.5,0.6666666666666666,1,0,1,
105,valid,batch_normalization_25,2,32,1004,2,1,1.0,0.5,0.6666666666666666,1,0,1,
106,valid,batch_normalization_25,2,32,1004,2,2,1.0,1.0,1.0,2,0,0,
107,valid,batch_normalization_25,2,32,1004,2,1,1.0,0.5,0.6666666666666666,1,0,1,
108,valid,batch_normalization_25,2,32,1004,2,1,1.0,0.5,0.6666666666666666,1,0,1,
109,valid,batch_normalization_25,2,32,1004,2,3,0.6666666666666666,1.0,0.8,2,1,0,
110,valid,batch_normalization_25,2,32,1004,2,2,1.0,1.0,1.0,2,0,0,
111,valid,batch_normalization_25,2,32,1004,2,2,1.0,1.0,1.0,2,0,0,
112,valid,batch_normalization_25,2,32,1004,2,1,1.0,0.5,0.6666666666666666,1,0,1,
